i(id), p(parent1), p(parent2), g(EBV), u(upperbound), h(inbreeding)
1, 0, 0, -112.3499999999999900, 1, 0.0000000000000000
2, 0, 0, 474.3600000000000100, 1, 0.0000000000000000
3, 0, 0, -183.8499999999999900, 1, 0.0000000000000000
4, 0, 0, 11.7700000000000000, 1, 0.0000000000000000
5, 0, 0, -48.6700000000000020, 1, 0.0000000000000000
6, 0, 0, 69.5999999999999940, 1, 0.0000000000000000
7, 0, 0, -420.9700000000000300, 1, 0.0000000000000000
8, 0, 0, 228.9499999999999900, 1, 0.0000000000000000
9, 0, 0, 281.3999999999999800, 1, 0.0000000000000000
10, 0, 0, 55.5499999999999970, 1, 0.0000000000000000
11, 0, 0, -121.0400000000000100, 1, 0.0000000000000000
12, 0, 0, -403.3600000000000100, 1, 0.0000000000000000
13, 0, 0, -261.8399999999999700, 1, 0.0000000000000000
14, 0, 0, -169.1300000000000000, 1, 0.0000000000000000
15, 0, 0, 231.7700000000000100, 1, 0.0000000000000000
16, 0, 0, 21.0799999999999980, 1, 0.0000000000000000
17, 0, 0, 267.3500000000000200, 1, 0.0000000000000000
18, 0, 0, -289.9700000000000300, 1, 0.0000000000000000
19, 0, 0, -103.8900000000000000, 1, 0.0000000000000000
20, 0, 0, -55.9200000000000020, 1, 0.0000000000000000
21, 0, 0, 140.5900000000000000, 1, 0.0000000000000000
22, 0, 0, -204.8400000000000000, 1, 0.0000000000000000
23, 0, 0, -176.2200000000000000, 1, 0.0000000000000000
24, 0, 0, 225.4799999999999900, 1, 0.0000000000000000
25, 0, 0, -81.9500000000000030, 1, 0.0000000000000000
26, 0, 0, 3.7999999999999998, 1, 0.0000000000000000
27, 0, 0, -279.7500000000000000, 1, 0.0000000000000000
28, 0, 0, -286.7599999999999900, 1, 0.0000000000000000
29, 0, 0, 2.7300000000000000, 1, 0.0000000000000000
30, 0, 0, 303.5799999999999800, 1, 0.0000000000000000
31, 0, 0, 66.2800000000000010, 1, 0.0000000000000000
32, 0, 0, 6.3499999999999996, 1, 0.0000000000000000
33, 0, 0, 265.3899999999999900, 1, 0.0000000000000000
34, 0, 0, -183.0200000000000100, 1, 0.0000000000000000
35, 0, 0, -247.2899999999999900, 1, 0.0000000000000000
36, 0, 0, 83.8900000000000010, 1, 0.0000000000000000
37, 0, 0, -208.9900000000000100, 1, 0.0000000000000000
38, 0, 0, -21.0599999999999990, 1, 0.0000000000000000
39, 0, 0, -54.3999999999999990, 1, 0.0000000000000000
40, 0, 0, 187.7599999999999900, 1, 0.0000000000000000
41, 0, 0, -34.0900000000000030, 1, 0.0000000000000000
42, 0, 0, 241.5900000000000000, 1, 0.0000000000000000
43, 0, 0, 45.1899999999999980, 1, 0.0000000000000000
44, 0, 0, 195.1100000000000100, 1, 0.0000000000000000
45, 0, 0, -192.3700000000000000, 1, 0.0000000000000000
46, 0, 0, 71.2800000000000010, 1, 0.0000000000000000
47, 0, 0, 49.0600000000000020, 1, 0.0000000000000000
48, 0, 0, 181.4100000000000000, 1, 0.0000000000000000
49, 0, 0, 219.8300000000000100, 1, 0.0000000000000000
50, 0, 0, -103.3400000000000000, 1, 0.0000000000000000
51, 0, 0, -8.6999999999999993, 1, 0.0000000000000000
52, 0, 0, 74.6899999999999980, 1, 0.0000000000000000
53, 0, 0, 99.4800000000000040, 1, 0.0000000000000000
54, 0, 0, 356.7200000000000300, 1, 0.0000000000000000
55, 0, 0, -203.0999999999999900, 1, 0.0000000000000000
56, 0, 0, 105.7200000000000000, 1, 0.0000000000000000
57, 0, 0, 26.2199999999999990, 1, 0.0000000000000000
58, 0, 0, 172.4199999999999900, 1, 0.0000000000000000
59, 0, 0, -68.2699999999999960, 1, 0.0000000000000000
60, 0, 0, -149.6999999999999900, 1, 0.0000000000000000
61, 0, 0, 45.6300000000000030, 1, 0.0000000000000000
62, 0, 0, 85.5000000000000000, 1, 0.0000000000000000
63, 0, 0, -100.6700000000000000, 1, 0.0000000000000000
64, 0, 0, -130.5399999999999900, 1, 0.0000000000000000
65, 0, 0, -30.1700000000000020, 1, 0.0000000000000000
66, 0, 0, 207.5600000000000000, 1, 0.0000000000000000
67, 0, 0, 31.7700000000000000, 1, 0.0000000000000000
68, 0, 0, 5.4800000000000004, 1, 0.0000000000000000
69, 0, 0, 53.8299999999999980, 1, 0.0000000000000000
70, 0, 0, 242.1999999999999900, 1, 0.0000000000000000
71, 0, 0, -76.6400000000000010, 1, 0.0000000000000000
72, 0, 0, 214.6399999999999900, 1, 0.0000000000000000
73, 0, 0, 132.4700000000000000, 1, 0.0000000000000000
74, 0, 0, 35.9300000000000000, 1, 0.0000000000000000
75, 0, 0, 85.8499999999999940, 1, 0.0000000000000000
76, 0, 0, 9.5299999999999994, 1, 0.0000000000000000
77, 0, 0, -114.1200000000000000, 1, 0.0000000000000000
78, 0, 0, -15.4100000000000000, 1, 0.0000000000000000
79, 0, 0, -118.2200000000000000, 1, 0.0000000000000000
80, 0, 0, -53.1400000000000010, 1, 0.0000000000000000
81, 0, 0, -92.9399999999999980, 1, 0.0000000000000000
82, 0, 0, 134.5000000000000000, 1, 0.0000000000000000
83, 0, 0, 6.0999999999999996, 1, 0.0000000000000000
84, 0, 0, 22.7700000000000000, 1, 0.0000000000000000
85, 0, 0, -64.0600000000000020, 1, 0.0000000000000000
86, 0, 0, -97.0699999999999930, 1, 0.0000000000000000
87, 0, 0, 83.8100000000000020, 1, 0.0000000000000000
88, 0, 0, 269.3800000000000000, 1, 0.0000000000000000
89, 0, 0, -2.1499999999999999, 1, 0.0000000000000000
90, 0, 0, 96.4099999999999970, 1, 0.0000000000000000
91, 0, 0, -55.8900000000000010, 1, 0.0000000000000000
92, 0, 0, 222.4900000000000100, 1, 0.0000000000000000
93, 0, 0, 230.7899999999999900, 1, 0.0000000000000000
94, 0, 0, -126.6700000000000000, 1, 0.0000000000000000
95, 0, 0, -173.6500000000000100, 1, 0.0000000000000000
96, 0, 0, -89.2300000000000040, 1, 0.0000000000000000
97, 0, 0, 49.4799999999999970, 1, 0.0000000000000000
98, 0, 0, 152.7599999999999900, 1, 0.0000000000000000
99, 0, 0, 89.0900000000000030, 1, 0.0000000000000000
100, 0, 0, 213.6699999999999900, 1, 0.0000000000000000
101, 0, 0, 170.3499999999999900, 1, 0.0000000000000000
102, 0, 0, 112.3900000000000000, 1, 0.0000000000000000
103, 0, 0, -21.5700000000000000, 1, 0.0000000000000000
104, 0, 0, 146.9400000000000000, 1, 0.0000000000000000
105, 0, 0, 352.7099999999999800, 1, 0.0000000000000000
106, 0, 0, -29.3299999999999980, 1, 0.0000000000000000
107, 0, 0, 139.0099999999999900, 1, 0.0000000000000000
108, 0, 0, -170.5300000000000000, 1, 0.0000000000000000
109, 0, 0, -6.9299999999999997, 1, 0.0000000000000000
110, 0, 0, 317.2500000000000000, 1, 0.0000000000000000
111, 0, 0, 37.3999999999999990, 1, 0.0000000000000000
112, 0, 0, -71.2399999999999950, 1, 0.0000000000000000
113, 0, 0, -218.9499999999999900, 1, 0.0000000000000000
114, 0, 0, 25.4499999999999990, 1, 0.0000000000000000
115, 0, 0, -98.0699999999999930, 1, 0.0000000000000000
116, 0, 0, 79.4699999999999990, 1, 0.0000000000000000
117, 0, 0, -65.5999999999999940, 1, 0.0000000000000000
118, 0, 0, -54.6400000000000010, 1, 0.0000000000000000
119, 0, 0, 146.8899999999999900, 1, 0.0000000000000000
120, 0, 0, 87.9200000000000020, 1, 0.0000000000000000
121, 0, 0, 243.0099999999999900, 1, 0.0000000000000000
122, 0, 0, 215.6200000000000000, 1, 0.0000000000000000
123, 0, 0, 60.5499999999999970, 1, 0.0000000000000000
124, 0, 0, 150.0200000000000100, 1, 0.0000000000000000
125, 0, 0, -54.9900000000000020, 1, 0.0000000000000000
126, 0, 0, -124.4899999999999900, 1, 0.0000000000000000
127, 0, 0, 194.8899999999999900, 1, 0.0000000000000000
128, 0, 0, 131.3000000000000100, 1, 0.0000000000000000
129, 0, 0, -139.0099999999999900, 1, 0.0000000000000000
130, 0, 0, -49.4500000000000030, 1, 0.0000000000000000
131, 0, 0, 93.7300000000000040, 1, 0.0000000000000000
132, 0, 0, -100.5300000000000000, 1, 0.0000000000000000
133, 0, 0, -122.7500000000000000, 1, 0.0000000000000000
134, 0, 0, -53.9799999999999970, 1, 0.0000000000000000
135, 0, 0, 4.8200000000000003, 1, 0.0000000000000000
136, 0, 0, -101.3199999999999900, 1, 0.0000000000000000
137, 0, 0, -104.8800000000000000, 1, 0.0000000000000000
138, 0, 0, 51.4200000000000020, 1, 0.0000000000000000
139, 0, 0, -295.7799999999999700, 1, 0.0000000000000000
140, 0, 0, -12.2700000000000000, 1, 0.0000000000000000
141, 0, 0, -49.4500000000000030, 1, 0.0000000000000000
142, 0, 0, 20.4499999999999990, 1, 0.0000000000000000
143, 0, 0, -6.1900000000000004, 1, 0.0000000000000000
144, 0, 0, -181.9799999999999900, 1, 0.0000000000000000
145, 0, 0, -250.5699999999999900, 1, 0.0000000000000000
146, 0, 0, -168.1300000000000000, 1, 0.0000000000000000
147, 0, 0, -39.7000000000000030, 1, 0.0000000000000000
148, 0, 0, -256.1499999999999800, 1, 0.0000000000000000
149, 0, 0, -295.1700000000000200, 1, 0.0000000000000000
150, 0, 0, -71.4599999999999940, 1, 0.0000000000000000
151, 0, 0, -266.4300000000000100, 1, 0.0000000000000000
152, 0, 0, -321.9700000000000300, 1, 0.0000000000000000
153, 0, 0, -159.1800000000000100, 1, 0.0000000000000000
154, 0, 0, -297.0500000000000100, 1, 0.0000000000000000
155, 0, 0, -164.9300000000000100, 1, 0.0000000000000000
156, 0, 0, -288.0699999999999900, 1, 0.0000000000000000
157, 0, 0, -223.3199999999999900, 1, 0.0000000000000000
158, 0, 0, -76.0300000000000010, 1, 0.0000000000000000
159, 0, 0, -195.5200000000000100, 1, 0.0000000000000000
160, 0, 0, -159.1800000000000100, 1, 0.0000000000000000
