i(id), p(parent1), p(parent2), g(EBV), u(upperbound), h(inbreeding)
1, 0, 0, -3.7820920000000000, 0, 0.0000000000000000
2, 0, 0, -2.9301360000000001, 0, 0.0000000000000000
3, 0, 0, -18.4301600000000010, 0, 0.0000000000000000
4, 0, 0, 5.6487069999999999, 0, 0.0000000000000000
5, 0, 0, -14.4842600000000010, 0, 0.0000000000000000
6, 0, 0, 0.0766770000000000, 0, 0.0000000000000000
7, 0, 0, 17.3810900000000000, 0, 0.0000000000000000
8, 0, 0, -11.1111799999999990, 0, 0.0000000000000000
9, 0, 0, -8.7179160000000007, 0, 0.0000000000000000
10, 0, 0, -1.8023720000000001, 0, 0.0000000000000000
11, 0, 0, -8.1526530000000008, 0, 0.0000000000000000
12, 0, 0, 13.7622400000000000, 0, 0.0000000000000000
13, 0, 0, 10.0516000000000010, 0, 0.0000000000000000
14, 0, 0, 5.1959510000000000, 0, 0.0000000000000000
15, 0, 0, -4.5366020000000002, 0, 0.0000000000000000
16, 0, 0, -8.1852680000000007, 0, 0.0000000000000000
17, 0, 0, 7.6312179999999996, 0, 0.0000000000000000
18, 0, 0, 19.3791400000000000, 0, 0.0000000000000000
19, 0, 0, 7.8277419999999998, 0, 0.0000000000000000
20, 0, 0, 0.0255880000000000, 0, 0.0000000000000000
21, 0, 0, 5.4943140000000001, 0, 0.0000000000000000
22, 0, 0, -9.3501829999999995, 0, 0.0000000000000000
23, 0, 0, 14.4863700000000010, 0, 0.0000000000000000
24, 0, 0, -5.3983999999999996, 0, 0.0000000000000000
25, 0, 0, -10.0833900000000000, 0, 0.0000000000000000
26, 0, 0, 22.7946199999999980, 0, 0.0000000000000000
27, 0, 0, -5.4887220000000001, 0, 0.0000000000000000
28, 0, 0, -14.0016599999999990, 0, 0.0000000000000000
29, 0, 0, 7.1042280000000000, 0, 0.0000000000000000
30, 0, 0, 2.8339680000000000, 0, 0.0000000000000000
31, 0, 0, 6.0458460000000001, 0, 0.0000000000000000
32, 0, 0, -5.3857379999999999, 0, 0.0000000000000000
33, 0, 0, -8.7186599999999999, 0, 0.0000000000000000
34, 0, 0, 0.3253780000000000, 0, 0.0000000000000000
35, 0, 0, 20.1248399999999990, 0, 0.0000000000000000
36, 0, 0, 13.3826300000000010, 0, 0.0000000000000000
37, 0, 0, 4.8638459999999997, 0, 0.0000000000000000
38, 0, 0, 3.5412330000000001, 0, 0.0000000000000000
39, 0, 0, -6.2748330000000001, 0, 0.0000000000000000
40, 0, 0, -1.7430880000000000, 0, 0.0000000000000000
41, 0, 0, -4.4581920000000004, 0, 0.0000000000000000
42, 0, 0, 3.6694840000000002, 0, 0.0000000000000000
43, 0, 0, 3.6678549999999999, 0, 0.0000000000000000
44, 0, 0, 1.5201769999999999, 0, 0.0000000000000000
45, 0, 0, 3.6192510000000002, 0, 0.0000000000000000
46, 0, 0, -10.4652800000000000, 0, 0.0000000000000000
47, 0, 0, -8.8892159999999993, 0, 0.0000000000000000
48, 0, 0, 9.4095730000000000, 0, 0.0000000000000000
49, 0, 0, -8.9924569999999999, 0, 0.0000000000000000
50, 0, 0, -6.7906829999999996, 0, 0.0000000000000000
51, 15, 3, -29.7248200000000010, 2800, 0.0000000000000000
52, 15, 3, -28.2544600000000020, 2800, 0.0000000000000000
53, 15, 3, -4.1644170000000003, 2800, 0.0000000000000000
54, 15, 3, -19.5077700000000010, 2800, 0.0000000000000000
55, 15, 3, -11.8005300000000000, 2800, 0.0000000000000000
56, 15, 3, -15.0178999999999990, 2800, 0.0000000000000000
57, 15, 3, -11.2091100000000010, 2800, 0.0000000000000000
58, 15, 3, -15.4415700000000000, 2800, 0.0000000000000000
59, 15, 3, -5.7773120000000002, 2800, 0.0000000000000000
60, 15, 3, 1.4371490000000000, 2800, 0.0000000000000000
61, 15, 3, -34.2828599999999990, 2800, 0.0000000000000000
62, 15, 3, -7.9475780000000000, 2800, 0.0000000000000000
63, 15, 3, -17.0691300000000010, 2800, 0.0000000000000000
64, 15, 3, -30.5625600000000010, 2800, 0.0000000000000000
65, 15, 3, -11.7753200000000010, 2800, 0.0000000000000000
66, 15, 3, -14.4907100000000000, 2800, 0.0000000000000000
67, 15, 3, -5.3345989999999999, 2800, 0.0000000000000000
68, 15, 3, 3.8679980000000000, 2800, 0.0000000000000000
69, 15, 3, -22.1694800000000000, 2800, 0.0000000000000000
70, 15, 3, -7.5077600000000002, 2800, 0.0000000000000000
71, 50, 3, -6.4301769999999996, 2800, 0.0000000000000000
72, 50, 3, -13.3828900000000000, 2800, 0.0000000000000000
73, 50, 3, -5.1950019999999997, 2800, 0.0000000000000000
74, 50, 3, -7.8070729999999999, 2800, 0.0000000000000000
75, 50, 3, -7.7838979999999998, 2800, 0.0000000000000000
76, 50, 3, -9.6764580000000002, 2800, 0.0000000000000000
77, 50, 3, -10.5856999999999990, 2800, 0.0000000000000000
78, 50, 3, 5.9699210000000003, 2800, 0.0000000000000000
79, 50, 3, -5.1459080000000004, 2800, 0.0000000000000000
80, 50, 3, -18.8000900000000010, 2800, 0.0000000000000000
81, 50, 3, -11.6041000000000010, 2800, 0.0000000000000000
82, 50, 3, -8.3019649999999992, 2800, 0.0000000000000000
83, 50, 3, -14.0222000000000000, 2800, 0.0000000000000000
84, 50, 3, -18.8324299999999990, 2800, 0.0000000000000000
85, 50, 3, 4.5480859999999996, 2800, 0.0000000000000000
86, 50, 3, -17.1636400000000010, 2800, 0.0000000000000000
87, 50, 3, -15.7375200000000000, 2800, 0.0000000000000000
88, 50, 3, -11.3922100000000000, 2800, 0.0000000000000000
89, 50, 3, -42.7775000000000030, 2800, 0.0000000000000000
90, 50, 3, -18.3365200000000000, 2800, 0.0000000000000000
91, 46, 15, -2.4175249999999999, 2800, 0.0000000000000000
92, 46, 15, -6.3501830000000004, 2800, 0.0000000000000000
93, 46, 15, -15.4104300000000000, 2800, 0.0000000000000000
94, 46, 15, -10.4633900000000000, 2800, 0.0000000000000000
95, 46, 15, -7.7461849999999997, 2800, 0.0000000000000000
96, 46, 15, -0.3362050000000000, 2800, 0.0000000000000000
97, 46, 15, -13.3226999999999990, 2800, 0.0000000000000000
98, 46, 15, -10.2150200000000010, 2800, 0.0000000000000000
99, 46, 15, -2.5422690000000001, 2800, 0.0000000000000000
100, 46, 15, -6.7958730000000003, 2800, 0.0000000000000000
101, 46, 15, -12.8290500000000010, 2800, 0.0000000000000000
102, 46, 15, -14.2665000000000010, 2800, 0.0000000000000000
103, 46, 15, -7.6952379999999998, 2800, 0.0000000000000000
104, 46, 15, -12.4273300000000000, 2800, 0.0000000000000000
